timestamp,datetime,raw,weight
1781509472.5960922,2026-06-15 09:44:32,573320,0.004777
1781509482.6847548,2026-06-15 09:44:42,607246,18.1472
1781509492.686826,2026-06-15 09:44:52,667988,50.24546
1781509502.6892748,2026-06-15 09:45:02,668291,50.40789
